review_text,type
location is superb in front of beach nice clam place,3
Foods are very delicious,1
Best place in Wellawatta for tasty seafood dishes...Their Hot butter Cuttlefish is a must try dish.,1
Corkage can be negotiated for a minimum spend limit.,4
 It's a pity that they close by 11.30pm nowadays.,4
Nice spot on the beach,3
kids friendly place,4
Nice place by the beach...,3
 it is busy for weekends.for you go good to have a reservation on weekends,4
Delicious food! I recommend their hot butter cuttlefish! You will not be disappointed once you go there !,1
Fresh juice was expensive ,1
Excellent place for food. ,1
Decent crowd and good for a family outing,4
good customer care. Worth the trip!,2
 good vibe during evenings.,3
portions are somewhat small though,1
what's up with the price of a water bottle. It's too expensive for my liking. ,1
There is a minimum  bill value if you bring liquor from Outside (as i remember 3500 LKR),4
Good place for sea food...! ,1
Great environment. Nice place to have office outings too.,4
"Great place for a very nice outing with friends, and it's perfect for a dinner by the beach side.",3
 The prices are in the expensive range,1
There food is great..i like it,1
too much expensive. unreasonable price,1
decently priced food and drink,1
Great Thai cuisine and good portions of battered cuttlefish and mushrooms. Only BYOB. ,1
Gorgeous beach,3
 serves awesome sea food,1
"This place is dope ,best thing about this place is u can carry Ur own liquor there as they doesn't serve liquor .",4
Good place for candle light dinner. On the beach setup with natural environment. Good are awesome..,3
wait long time to get the bill.,2
"Food was fine,got a pineapple drink and its taste not fresh.",1
great location (if you do not mind the odd train going by) Which was OK by me.Recomend going there if you are near district.ç,3
Decent ambience with the occasional alternative band.,3
"Excellent beach side place to chill, eat, sip on some cocktails and get some hookah/shisha/ bubbly at day time and even better at night as the crowds pour in.",3
Lovely atmosphere. Totally worth visiting.,3
Delicious food. Large portions. ,1
 Foods are in good quality and taste. ,1
 Nice food and reasonable,1
"Nice place to celebrate your birthday ,lots of people hanging around book a table at earliest. ..",4
Food is  comparatively expensive. ,1
Alcohol is served with time restrictions.,4
Nice atmosphere. Ideal for office parties. ,4
Lovely atmosphere. Very shady. Decent crowed. Maxcellent...!!!,3
Pleasant service. ,2
Nice place. perfect place to enjoy with your family and friends ,4
Good restaurant. In beach front.  Great place to chill with friends,3
Food menu also good.,1
The preparation of food is also very nice.,1
Nice place with a great beach. ,3
"They do have a child friendly menu, so a great place to spend some time with your kids.",1
Quite place nice crowd ,3
 Little bit crowded in evenings.,3
Beach restaurant with a romantic atmosphere.,3
Good place to have an awesome time at beach...!,3
"You need to do a reservation prior, unless it'll be difficult to find a space for you. ",4
Beautiful place. Very good food. Very good service. Recommended for all.,4
 mouth-watering foods.,1
Very nice place to hangout in the evening and of course for dinner with friends or family. ambience is great.,3
Beautiful place with good atmosphere!! Beautiful sea view!,3
Food was delicious.,1
Always greeted with a friendly smile and make you feel welcome.,2
"Place is good, But some unnecessary rules and expensive",4
Good place for hangout,4
 food was average nothing Special.,1
Very poor service Mostly very irresponsible staff. Will not recommend to anyone,2
Compare to earlier dinner now quality of the food is not up to the standard. And prices for the food is too high,1
menu here is good and affordable,1
"food here is always tasty, I could witness many positive comments, but behind the scene AJINOMOTO plays a big role, are their food really healthy?",1
Best food,1
Good place to spend evening while watching sun go down while having tasty foods & your favorite liquor..,3
"Beautiful place, the ambiance it's very cool",3
Need to update the customer base,2
" best foods, good selective menu. Ideal for Dinner. Please do the reservation early.",1
Can be quite crowded sometimes,3
 Can get a wee bit loud,3
Good choice of food. ,3
Nice place to go for a few drinks and some food by the beach. ,3
Hot battered cuttle fish is their signature dish. Thai fried rice is also good.,1
This a place which you can bring liquor and have a drink with the sea view. ,4
 Sometimes they take way too long to process an order.,2
They didn't allow us to play our own music.,4
A little pricier than other establishments,4
Perfect for Romantic dinner or business dinner.,4
 the response time is little late due to crowded situation..,2
luv this place..,4
"nice, cosy place with good ambiance.",3
Fanatic place for families and couples. We can arrange the office parties also there. ,4
I dont like to get meals when someone is smoking near to me...actually i hate.its happened to me at Barracuda..thats place just for 30+ ages....,3
lunch was great ,1
Good place. Nice view. I went on an evening. Beach side was enough for even a ball game,3
A great place for a family dinner out or lunch. With a good sea view.,3
But service charges are high.,2
"By the side of beach, good place for an evening dinner. ",3
" Good portions, decent prices. Tasty. Sheesha, BYOB.",1
overall it's a great experience.,4
Wonderful service ,2
Bit on the pricey side.,4
"Beside the sea, nice ambience",3
" Sign outside says cocktails, but they only have mocktails.",4
Great sizzling squid.  Highly recommended.,1
One of my favorite sea food restaurants. Located in sea-side. Amazing place to get dinner with family/friends.,4
Good food and location. Good service. Great place to grab a beer.,4
Not recommended go there during weekend.. service is really bad.. taking more than 30-40 mins to serve the food..,2
"Barracuda is an excellent spot for any gathering! Good place to have lunch, dinner or drink with family or friends.",4
Except for the hot butter cuttlefish and mushroom everything else we ordered from the Chinese menu and drinks was extremely disappointing!! ,1
One of the best place to hold a meetup with your colleagues.,4
Has a great peaceful environment. ,3
Been for the opening way back in 2012/13. Nimeka' service was par excellence! He's an asset to your team!,2
Good restaurant in town. Try vegetable tropical green salad. Thanks team,1
 Great place for gathering.,4
Good sea food restaraunt which provide different varity of seafoods and drinks.,1
Nice view. Recommended for relax candle light dinner.,3
Wonderful seafood restaurant !! try to catch their live band on the weekend. Great for functions too.,4
 good ambience. recommended for chilling out or a great dinner.,3
 the signboards are pathetic. What will be the harm if you feed dog and cat?,4
Sometimes customer service is not good as expected. ,2
Great place to enjoy meal and booze. ,4
Food is quite good and prices are comparable.,1
staff with bad attitude. ,2
"Good foods, reasonable prices",1
"Good place, pre booking make you safe and experience. ",4
Nice food. Gharupa dish was superb.,1
Nice place to chill. I love this place.  Sea view is it,3
 Good place for dining and for parties.,4
Delicious seafood dishes especially the hot butter cuttlefish was so good.,1
"Chilled place by the beach for drinks and meals, Saturday night special",4
good mocktails,1
good but not great food,1
"Good music, BYOB, super friendly staff",4
food was good i tried the thai menu quit nice.,1
Had a nice time..  Live band was entertaining on Wednesday evening,3
Soups ( tom yum and seafood and mushroom ) are very delicious.,1
they could invest in some beach lights. It was difficult to eat in the dark.,3
 Prawn in hot garlic Sauce was very good.,1
Good for a friendly get together. For a good drink,4
the branch in colombo doesnt open the sea side area until 6.30 pm means after sunset which is very disappointing,4
I tried their branch in mirissa and it was awesome ,4
"Beautiful, clean, relaxing place. Better to visit in dusk.",3
atmosphere is calm and cozy to hangout with friends or family for hours & hours,3
Food is absolutely great,1
delicious seafood and cocktails at reasonable prices. ,1
Hot butter cuttle fish is the best. And the large portion is enough for two people,1
"Absolutely a fantastic place, had dinner on the beach. Cannot stress how awesome this place is.",3
Had lunch at Barracuda Seafood Restaurant. Food and drinks were good.,1
Nice place by the sea to hang out. Bring your own liquor.,4
Their hot butter Cuttlefish is one of the best on offer.,1
Sweet spot for a beach chill. ,3
Nice and cosy place. ,3
Ideal place for evening hangouts. ,4
Peaceful and calm environment. Easy access.,3
Decent place with decent food.. not too pricey either,1
people are friendly.,2
 I was cheated Rs. 5000 so be Careful when dealing with them,4
Sea front restaurant you can enjoy the sea breeze. Good place for evening friends meet up,3
"Nice ambience, sea side, clean beach, open restaurant",3
Great view of the sea and you can choose to eat on the beach.,3
Great place. Live music. Sea breeze,3
The mushrooms tasted as good as cuttle fish.,1
 Love their hot buttered cuttlefish,1
Ask beforehand about their times of alcohol serving to avoid disappointments.,4
good place but inside little bit noisy..,3
courteous service,2
clean wash rooms,4
Seats at the beach was better than inside ambiance. ,3
Food is really good.,1
Nice place to meet friends and have a drink. ,4
An amazing atmosphere right on the beautiful beach,3
Best place best service best food.best friendly staff......all are super for everyones.. keep it up guys.good work.,4
Food is bit expensive,1
Nice place for chilling.,4
good place to have a hangout with friends with the lamp light.,3
Good place to taste sea food. ,1
Great place on beach ,3
no alcoholic drink except local ginger beer,4
Cost is high.,4
Lots of seafood options,1
Beach side seating arrangement. ,3
"The service was a bit late, but it worth of waiting since the food was great specially the battered cuttlefish it was awesome",1
Good place to have lunch with your loved ones..,4
This place serve liquor as well.,4
Beach side restaurant where you can have some sea food dishes as well as other local and foreign dishes.,1
Awesome food. One small will be more than enough for 2 adults,1
Food was amazing. Little bit expensive,1
"Great food, nice place to have a Friday booze!",1
"Good food , but too much taxes and service charge",1
Nice Chinese restaurant and pub with a beach view,3
really good garoupa fish is fried over here,1
when it come to the food portion is not enough for the price,1
staff very rudly asks guests to leave by 11.30,2
less vegetarian Indian options..,1
Good food. Seafood lovers must visit,1
No tables and not to go with ladies and kids all the way as it's bit complicated to visit here,4
Sea food salad was excellent,1
 the beef with kankung dish was very bad and you only could find kankung,1
Nice sea foods. ,1
Beautiful Location. Relaxing area,3
They need to improve their customer service skills.,2
parking is available.,4
Chilled out place to grab a bite. Food is tasty and the price is reasonable. ,1
 Yummy hot butter cuttlefish.,1
Good place to hangout with friends. Corkage free,4
there are many rules and restrictions.,4
Nice place for take dinner at the beach.,4
u can have different cuisine in one place,1
Very expensive food ,1
foods are standard and tasty ,1
Food is very delicious,1
 nice place to relex and eat,4
"Good sea food restaurant, price is reasonable",1
Great place for a casual dining. You can arrange a table in  near also,4
Family friendly.,4
Stunning place near by the see. ,3
Foods and beverages are very good.,1
A really nice place beside the beach for a nice chill session ,3
poor service..late and forgotten orders. they takes ages even to deliver french fries,2
Hot butter cuttlefish is the dish you should order,1
good place for a dinner out by the sea,3
Varity of food available. ,1
Charming quite place with beach front. Worth visiting.,3
You can take your own liquor to this place and they has a huge menu for food...,1
Food isn't that great ,1
"The senior staff has a ""don't care"" attitude. ",2
Appreciate the no cockage policy much!!,4
Had a great experience here. Food and service overall great.,4
food was OK for the price. ,1
Busy staff,2
Atmospheric location with great view,3
 I recommend the Lobster.,1
WOW. Has to be one of the best restaurants in Sri lanka.,4
Very nice place for a dinner out,4
Nice place for a chilling out.,4
food  little expensive now than previously,1
"busy restaurant on the beach, casual set-up.",4
It is a wonderful place for having a good enjoyment. there is a sea near to this hotel gives natural feeling while be that hotel,3
Recently really bad service.,2
Food is good? except for the rats & cockroaches running around :(,1
Visited for dinner.. nice place and we enjoyed well.,4
Nice place for sea food.,1
Fast service despite too much crowded,2
 nice place and good sea view and train passing,3
"
GOOD QUALITY FOOD !",1
Outlook is amazing with beach front,3
"Foods are okay, prices are bit high . ",1
Onc of the  best beach Restaurant,4
earlier it was price was ok. Now it's price have gone up.,4
Its a lovable place to dine with loved ones and excellent service from staff..,2
Probably one of the best hot butter cuttle fish in town,1
service need to improve,2
 The service bit slow.,2
Nice place to have a dinner under candles. Having a backround music makes it romantic.,3
service kind of not good for me,2
service charge is high,2
but this is quite expensive for sri lanka.,4
Good food and nice by the beach ,1
The food isn't that good. But the cocktail is okay,1
Good beach restaurant and music is defining.,3
"Seaside, indoor and balcony dining.",3
"Very good seafood, moderate pricing. ",1
Nice place with wide beach. Good place to hang out.,3
"Good place to have a drink, songs sung by them are amazing, i would give extra 5 stars for that",4
 Jazz player is super . ,2
Friendly staff .,2
Staff as a nicely carrying people,2
Very offensive bar tendersÇ. Not a good place for a set of boys ,2
Looks good...feels good...did enjoyed very much,4
Nice atmosphere by the sea.. Live Band,3
Good place for entertainment,4
Friendly staff and nice place to have gathering and party's.,2
Really good night place to hang out with friends and fair prices.,4
My experience was good.  ,4
the foods are very expensive and not worth for the price.,1
must visit for Crab lovers,1
 superb location.. ,3
Fine place to relax and to hv a meal,3
Good location & view for a dinner-out. ,3
Nice Calm Place for Any Occasion,3
Great place to spent some weekend evening with your loved ones or friends.,4
Sea food restaurant which provide us the sea food with good music also with the direct beach view.,3
No liquor for locals .locals no welcome at all,4
 great food with good variety,1
" I love the calm and quiet environment, specialy the beach..",3
byomc (bring your own mosquito coils),3
Superb service.,2
Excellent place to have a dinner. ,4
It took forever to receive our order and had to speak to 3 to finally have it,2
Most of the staff behave like we went there to eat for free. 3rd class disgusting staff!!,2
The best food around the corner of the coast! Won't Regret!,1
good hospitality,2
"service is good, we were there till 12.00 and they still serve us better..good place to go",2
"Food is nothing special, took the baked crab not much crab taste mostly filling me too salty.",1
Excellent Food options. Very cool place.,1
Food is ok tasty wise. But bit expensive with the taxes and all.,1
Good sea food,1
Nice place to have a drink ... Good food for a reasonable price,1
Foods are tasty,1
Inconsiderate and unresponsive staff. It was hard to believe that the Manager held a 25 mnt staff meeting at the start of rush time.,2
Lovely place. ,4
Good place but dancing and singing not allowed for customers.,4
Great place for a seaside get-together with friends.,4
A good place to meet in the evening on the beach. ,4
They are providing a high level of service.,2
Beautiful beach front restaurant.  ,3
 recommend the place for an evening visit.,4
Top place to spend a Friday with see breeze..,3
Good Beach side restaurant in dehiwala area for small gathering dinners.,4
pricey  same as normal restaurant only good thing  it is on the beach side  dehiwala  area,4
expensive place. You will never know the amount until the bill comes for you.,4
Cool view. Beach location.,3
Crowdy sometimes. takes long time to get attention from staff. ,2
food isn't good enough,1
Was a really nice place.,4
Food & service excellant,1
You can expect some tasty Western style dishes and best view for watching sunsets.,1
"Wonderful experience and kudos to Mr. Beed, Mr.Mathews and team",2
Great place.,4
Located facing the beach with a senic view at night time.,3
Average kind of restaurant in marine drive.  ,4
Good food ,1
Superb environment ,3
Very Tatsty food... But very oily...,1
Nice beach view and gud place to have a evening party...,3
Lovely atmosphere.. Along with Cool traditional music.. blessedÖ,3
 Good place to party though,4
Good place. ,4
Good place to have sea food and relax. Near by beach. ,3
 Good food and reasonable price,1
Good service.,2
Food is not very good.,1
But the food is good though.,1
Good value for money,4
 Sea breeze can be a disturbance sometimes.,3
You can have best view for watching sunsets.,3
the food is awesome. ,1
